Robbert-Kees BOER POSITION,Robbert-Kees BOER LAP TIME,Robbert-Kees BOER ELAPSED TIME,Fabio CARTA POSITION,Fabio CARTA LAP TIME,Fabio CARTA ELAPSED TIME,Lachlan HAY POSITION,Lachlan HAY LAP TIME,Lachlan HAY ELAPSED TIME,Dmitry VASILENKO POSITION,Dmitry VASILENKO LAP TIME,Dmitry VASILENKO ELAPSED TIME
1,12.589,12.589,3,12.673,12.673,4,12.855,12.855,2,12.634,12.634
3,10.164,22.752,2,10.075,22.747,4,9.994,22.848,1,10.105,22.739
1,10.515,33.267,3,10.597,33.344,4,10.586,33.434,2,10.568,33.306
1,10.317,43.584,2,10.252,43.595,4,10.386,43.819,3,10.312,43.618
3,9.658,53.241,2,9.618,53.212,4,9.605,53.424,1,9.432,53.050
2,9.377,1:02.617,3,9.416,1:02.628,4,9.342,1:02.766,1,9.373,1:02.422
4,9.589,1:12.205,1,8.994,1:11.621,2,9.019,1:11.784,3,9.497,1:11.919
4,9.464,1:21.668,1,9.403,1:21.024,2,9.260,1:21.044,3,9.468,1:21.387
3,9.61,1:31.275,1,9.75,1:30.774,4,11.32,1:32.358,2,9.71,1:31.090
