Hitomi SAITO POSITION,Hitomi SAITO LAP TIME,Hitomi SAITO ELAPSED TIME,SCHULTING Suzanne POSITION,SCHULTING Suzanne LAP TIME,SCHULTING Suzanne ELAPSED TIME,MALAGICH Emina POSITION,MALAGICH Emina LAP TIME,MALAGICH Emina ELAPSED TIME,TALAYEVA Volha POSITION,TALAYEVA Volha LAP TIME,TALAYEVA Volha ELAPSED TIME
2,7.62,7.62,1,7.37,7.37,3,7.73,7.73,4,7.85,7.85
2,9.57,17.19,1,9.59,16.96,3,9.54,17.27,4,9.85,17.70
2,9.06,26.25,1,9.21,26.17,3,9.06,26.33,4,9.41,27.11
2,9.42,35.67,1,9.29,35.46,3,9.43,35.76,4,9.44,36.55
2,9.53,45.20,1,9.51,44.97,3,9.48,45.24,4,9.48,46.03
