VALCEPINA Martina POSITION,VALCEPINA Martina LAP TIME,VALCEPINA Martina ELAPSED TIME,Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME,Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME
1,7.16,7.16,2,7.30,7.30,3,7.43,7.43,4,7.48,7.48
1,9.71,16.87,2,9.67,16.97,3,9.65,17.08,4,9.73,17.21
1,9.32,26.19,2,9.32,26.29,3,9.31,26.39,4,9.19,26.40
1,9.28,35.47,2,9.26,35.55,4,9.42,35.81,3,9.33,35.73
1,9.46,44.929,2,9.44,44.986,3,9.32,45.129,4,9.49,45.217
