Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME,Satoru TERAO POSITION,Satoru TERAO LAP TIME,Satoru TERAO ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,Marc-Andre MONETTE POSITION,Marc-Andre MONETTE LAP TIME,Marc-Andre MONETTE ELAPSED TIME
1,6.470,6.470,3,6.880,6.880,2,6.783,6.783,4,7.001,7.001
1,9.086,15.556,4,9.371,16.251,2,9.016,15.799,3,9.030,16.031
1,8.713,24.269,3,8.515,24.766,2,8.702,24.501,4,8.754,24.784
1,8.784,33.053,4,9.077,33.843,2,9.112,33.612,3,8.987,33.771
1,9.074,42.127,3,8.801,42.644,4,9.560,43.173,2,8.860,42.631
