WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME,Kimberly DERRICK POSITION,Kimberly DERRICK LAP TIME,Kimberly DERRICK ELAPSED TIME,Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME,PARK Seung-Hi POSITION,PARK Seung-Hi LAP TIME,PARK Seung-Hi ELAPSED TIME,Ayuko ITO POSITION,Ayuko ITO LAP TIME,Ayuko ITO ELAPSED TIME
1,13.24,13.24,2,13.29,13.29,4,15.05,15.05,3,13.61,13.61,5,19.04,19.04
1,10.13,23.38,2,10.13,23.42,4,10.03,25.09,3,9.85,23.46,5,10.23,29.28
1,9.85,33.23,3,10.01,33.44,4,9.47,34.56,2,9.80,33.26,5,9.79,39.08
1,9.90,43.14,3,9.98,43.42,4,9.41,43.98,2,9.98,43.24,5,10.18,49.26
1,9.99,53.13,4,10.07,53.49,3,9.34,53.32,2,9.93,53.18,5,10.69,59.96
2,9.89,1:03.02,4,9.83,1:03.33,3,9.90,1:03.23,1,9.83,1:03.01,5,11.11,1:11.07
1,9.34,1:12.37,4,9.78,1:13.11,3,9.71,1:12.95,2,9.54,1:12.56,5,12.07,1:23.15
1,9.32,1:21.69,3,9.70,1:22.82,4,9.91,1:22.86,2,9.64,1:22.21,5,11.64,1:34.80
1,10.13,1:31.811,3,10.33,1:33.141,4,10.43,1:33.287,2,9.95,1:32.161,5,12.29,1:47.087
