Arian NACHBAR POSITION,Arian NACHBAR LAP TIME,Arian NACHBAR ELAPSED TIME,LI Ye POSITION,LI Ye LAP TIME,LI Ye ELAPSED TIME,Eric BEDARD POSITION,Eric BEDARD LAP TIME,Eric BEDARD ELAPSED TIME,Artur SULTANGALIYEV POSITION,Artur SULTANGALIYEV LAP TIME,Artur SULTANGALIYEV ELAPSED TIME
1,6.708,6.708,3,7.042,7.042,2,6.976,6.976,4,7.132,7.132
2,9.590,16.297,3,9.315,16.356,1,9.278,16.254,4,9.926,17.057
2,9.278,25.575,3,9.227,25.583,1,9.169,25.422,4,9.600,26.657
3,9.405,34.980,2,9.140,34.723,1,9.089,34.511,4,9.866,36.523
3,9.44,44.418,2,9.41,44.132,1,9.58,44.085,4,10.25,46.771
