LIU Qiuhong POSITION,LIU Qiuhong LAP TIME,LIU Qiuhong ELAPSED TIME,Tatiana BODOVA POSITION,Tatiana BODOVA LAP TIME,Tatiana BODOVA ELAPSED TIME,Andrea KESZLER POSITION,Andrea KESZLER LAP TIME,Andrea KESZLER ELAPSED TIME,Tina GRASSOW POSITION,Tina GRASSOW LAP TIME,Tina GRASSOW ELAPSED TIME,Kimberly DERRICK POSITION,Kimberly DERRICK LAP TIME,Kimberly DERRICK ELAPSED TIME
1,13.10,13.10,4,13.48,13.48,2,13.25,13.25,5,13.48,13.48,3,13.38,13.38
1,10.26,23.36,5,10.26,23.74,2,10.22,23.47,4,10.19,23.67,3,10.18,23.56
1,10.17,33.53,5,10.21,33.95,2,10.18,33.65,4,10.18,33.85,3,10.18,33.74
1,10.07,43.60,5,10.06,44.01,2,10.05,43.70,4,10.06,43.91,3,10.06,43.80
1,10.03,53.63,5,10.05,54.06,2,10.04,53.74,3,9.95,53.86,4,10.15,53.95
1,9.80,1:03.43,5,9.76,1:03.82,3,9.84,1:03.58,2,9.68,1:03.54,4,9.71,1:03.66
1,9.66,1:13.09,5,9.82,1:13.64,4,9.91,1:13.49,2,9.82,1:13.36,3,9.77,1:13.43
1,9.74,1:22.83,5,9.84,1:23.48,4,9.89,1:23.38,2,9.69,1:23.05,3,9.70,1:23.13
1,9.98,1:32.809,5,10.06,1:33.535,4,10.13,1:33.506,2,9.92,1:32.963,3,9.90,1:33.029
