Evelien van KERCKVOORDE POSITION,Evelien van KERCKVOORDE LAP TIME,Evelien van KERCKVOORDE ELAPSED TIME,LI Jinyu POSITION,LI Jinyu LAP TIME,LI Jinyu ELAPSED TIME,Magdalena WARAKOMSKA POSITION,Magdalena WARAKOMSKA LAP TIME,Magdalena WARAKOMSKA ELAPSED TIME,SCHULTING Suzanne POSITION,SCHULTING Suzanne LAP TIME,SCHULTING Suzanne ELAPSED TIME,SANTOS Kristen POSITION,SANTOS Kristen LAP TIME,SANTOS Kristen ELAPSED TIME
5,13.32,13.32,2,12.72,12.72,1,12.47,12.47,3,12.98,12.98,4,13.30,13.30
5,9.86,23.18,2,9.46,22.18,1,9.50,21.97,3,9.39,22.37,4,9.33,22.63
5,9.87,33.05,2,9.46,31.64,1,9.53,31.50,3,9.41,31.78,4,9.35,31.98
5,10.19,43.24,2,9.55,41.19,1,9.61,41.11,3,9.53,41.31,4,9.49,41.47
5,10.56,53.80,2,9.73,50.92,1,9.74,50.85,3,9.70,51.01,4,9.67,51.14
5,11.29,1:05.09,2,9.97,1:00.89,1,9.99,1:00.84,3,9.98,1:00.99,4,9.91,1:01.05
5,11.90,1:16.99,2,10.00,1:10.89,4,10.34,1:11.18,1,9.75,1:10.74,3,10.08,1:11.13
5,13.32,1:30.31,2,9.86,1:20.75,4,10.66,1:21.84,1,9.89,1:20.63,3,10.04,1:21.17
5,13.58,1:43.865,2,10.05,1:30.80,4,11.16,1:32.974,1,9.96,1:30.59,3,10.31,1:31.48
