LIU Qiuhong POSITION,LIU Qiuhong LAP TIME,LIU Qiuhong ELAPSED TIME,WANG Xinyue POSITION,WANG Xinyue LAP TIME,WANG Xinyue ELAPSED TIME,Rozsa DARAZS POSITION,Rozsa DARAZS LAP TIME,Rozsa DARAZS ELAPSED TIME,Alex STANLEY POSITION,Alex STANLEY LAP TIME,Alex STANLEY ELAPSED TIME
1,6.91,6.91,2,7.22,7.22,3,7.41,7.41,4,7.85,7.85
1,9.69,16.60,2,9.55,16.77,3,9.70,17.11,4,9.67,17.52
1,8.96,25.56,2,9.13,25.90,3,9.40,26.51,4,9.25,26.77
1,9.24,34.80,2,9.37,35.27,3,9.65,36.16,4,9.50,36.27
1,9.50,44.298,2,9.72,44.988,3,10.19,46.347,4,10.09,46.352
