Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,THOMSON Kathryn POSITION,THOMSON Kathryn LAP TIME,THOMSON Kathryn ELAPSED TIME,Alyson DUDEK POSITION,Alyson DUDEK LAP TIME,Alyson DUDEK ELAPSED TIME,Aida BELLA POSITION,Aida BELLA LAP TIME,Aida BELLA ELAPSED TIME
1,7.22,7.22,3,7.59,7.59,2,7.45,7.45,4,7.77,7.77
1,9.63,16.85,3,9.84,17.43,2,9.51,16.96,4,9.76,17.53
1,8.94,25.79,4,9.29,26.72,2,9.00,25.96,3,9.06,26.59
1,9.15,34.94,4,9.35,36.07,2,9.07,35.03,3,9.35,35.94
1,9.35,44.288,4,10.18,46.250,2,9.29,44.312,3,9.63,45.566
