IVLIEV Konstantin POSITION,IVLIEV Konstantin LAP TIME,IVLIEV Konstantin ELAPSED TIME,DESMET Stijn POSITION,DESMET Stijn LAP TIME,DESMET Stijn ELAPSED TIME,ANDERMANN Dominic POSITION,ANDERMANN Dominic LAP TIME,ANDERMANN Dominic ELAPSED TIME,KAUFMANN-LUDWIG Leon POSITION,KAUFMANN-LUDWIG Leon LAP TIME,KAUFMANN-LUDWIG Leon ELAPSED TIME
1,6.72,6.72,2,6.91,6.91,3,7.17,7.17,4,7.37,7.37
1,8.79,15.51,2,8.74,15.65,3,9.04,16.21,4,9.05,16.42
1,8.30,23.81,2,8.27,23.92,3,8.89,25.10,4,8.71,25.13
1,8.63,32.44,2,8.61,32.53,4,9.23,34.33,3,9.05,34.18
1,8.87,41.31,2,8.88,41.41,4,9.31,43.64,3,9.27,43.45
