Aika KLEIN POSITION,Aika KLEIN LAP TIME,Aika KLEIN ELAPSED TIME,Celine LECOMPERE POSITION,Celine LECOMPERE LAP TIME,Celine LECOMPERE ELAPSED TIME,Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME,Allison BAVER POSITION,Allison BAVER LAP TIME,Allison BAVER ELAPSED TIME,Elena KAPLAN POSITION,Elena KAPLAN LAP TIME,Elena KAPLAN ELAPSED TIME
1,13.696,13.696,2,13.711,13.711,3,13.990,13.990,4,14.304,14.304,5,14.326,14.326
3,10.877,24.573,1,10.491,24.202,2,10.339,24.328,4,10.273,24.577,5,10.261,24.587
1,10.041,34.614,3,10.510,34.712,2,10.306,34.634,5,10.419,34.995,4,10.325,34.911
2,10.024,44.638,3,9.956,44.667,1,9.976,44.610,5,9.804,44.799,4,9.864,44.774
5,10.545,55.183,1,9.084,53.751,3,10.192,54.801,2,9.970,54.768,4,10.268,55.042
4,9.681,1:04.863,1,10.320,1:04.071,3,9.752,1:04.553,2,9.775,1:04.542,5,10.130,1:05.172
4,10.017,1:14.880,1,9.862,1:13.933,3,9.978,1:14.531,2,9.961,1:14.502,5,10.046,1:15.217
2,9.543,1:24.423,1,10.178,1:24.110,4,10.307,1:24.837,3,10.014,1:24.516,5,10.437,1:25.653
3,10.29,1:34.705,2,10.35,1:34.460,4,9.99,1:34.827,1,9.81,1:34.320,5,10.66,1:36.306
