Jessica HEWITT POSITION,Jessica HEWITT LAP TIME,Jessica HEWITT ELAPSED TIME,Marie-Andree MENDES-CAMPEAU POSITION,Marie-Andree MENDES-CAMPEAU LAP TIME,Marie-Andree MENDES-CAMPEAU ELAPSED TIME,Yasuko SAKASHITA POSITION,Yasuko SAKASHITA LAP TIME,Yasuko SAKASHITA ELAPSED TIME,VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME,Ekaterina BARANOK POSITION,Ekaterina BARANOK LAP TIME,Ekaterina BARANOK ELAPSED TIME
1,13.28,13.28,2,13.44,13.44,3,13.58,13.58,4,13.69,13.69,5,13.77,13.77
1,10.42,23.70,2,10.41,23.85,3,10.38,23.96,5,10.40,24.09,4,10.32,24.09
1,9.97,33.67,2,9.95,33.80,3,9.99,33.95,5,10.07,34.16,4,9.94,34.03
1,9.95,43.62,5,26.37,1:00.17,2,9.95,43.90,4,10.10,44.26,3,9.97,44.00
1,9.71,53.33,5,21.04,1:21.21,2,9.60,53.50,4,9.84,54.10,3,9.59,53.59
1,9.90,1:03.23,5,19.21,1:40.42,2,9.93,1:03.43,4,10.88,1:04.98,3,9.93,1:03.52
1,9.95,1:13.18,5,12.08,1:52.50,2,9.94,1:13.37,4,11.78,1:16.76,3,9.96,1:13.48
1,10.10,1:23.28,5,11.39,2:03.89,2,10.10,1:23.47,4,13.49,1:30.25,3,10.10,1:23.58
1,10.27,1:33.549,5,10.76,2:14.642,3,10.35,1:33.813,4,14.75,1:45.000,2,10.21,1:33.784
