Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Takahiro FUJIMOTO POSITION,Takahiro FUJIMOTO LAP TIME,Takahiro FUJIMOTO ELAPSED TIME,Serhiy LIFYRENKO POSITION,Serhiy LIFYRENKO LAP TIME,Serhiy LIFYRENKO ELAPSED TIME,Jeff SIMON POSITION,Jeff SIMON LAP TIME,Jeff SIMON ELAPSED TIME
1,6.790,6.790,2,6.958,6.958,3,7.184,7.184,4,7.364,7.364
1,9.412,16.202,2,9.309,16.266,4,9.427,16.611,3,9.176,16.540
2,9.187,25.389,1,8.977,25.243,4,9.199,25.811,3,9.039,25.579
1,9.023,34.412,2,9.428,34.671,4,9.183,34.993,3,9.220,34.799
1,9.401,43.813,3,9.404,44.075,4,9.343,44.336,2,9.195,43.993
