Maxime CHATAIGNIER POSITION,Maxime CHATAIGNIER LAP TIME,Maxime CHATAIGNIER ELAPSED TIME,Inan EREN POSITION,Inan EREN LAP TIME,Inan EREN ELAPSED TIME,SONG Weilong POSITION,SONG Weilong LAP TIME,SONG Weilong ELAPSED TIME,Maksim SIARHEYU POSITION,Maksim SIARHEYU LAP TIME,Maksim SIARHEYU ELAPSED TIME
3,13.18,13.18,4,13.83,13.83,2,13.01,13.01,1,12.59,12.59
3,9.42,22.60,4,9.80,23.63,2,9.50,22.51,1,9.73,22.32
3,9.85,32.45,4,9.72,33.35,2,9.86,32.37,1,9.90,32.22
3,9.98,42.43,4,9.89,43.24,2,9.97,42.34,1,9.94,42.16
3,9.83,52.26,4,10.20,53.44,1,9.73,52.07,2,9.91,52.07
2,9.52,1:01.78,4,10.90,1:04.34,1,9.62,1:01.69,3,10.06,1:02.13
2,9.23,1:11.01,4,10.99,1:15.33,1,9.25,1:10.94,3,9.84,1:11.97
2,9.38,1:20.39,4,11.33,1:26.66,1,9.38,1:20.32,3,10.40,1:22.37
2,9.39,1:29.773,4,11.35,1:38.003,1,9.32,1:29.634,3,10.61,1:32.980
