Peter DARAZS POSITION,Peter DARAZS LAP TIME,Peter DARAZS ELAPSED TIME,Paul HERRMANN POSITION,Paul HERRMANN LAP TIME,Paul HERRMANN ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME,Haralds SILOVS POSITION,Haralds SILOVS LAP TIME,Haralds SILOVS ELAPSED TIME
3,7.00,7.00,2,7.00,7.00,1,6.91,6.91,4,7.22,7.22,5,7.35,7.35
1,8.95,15.95,2,9.02,16.03,3,9.13,16.04,4,9.14,16.37,5,9.07,16.42
3,8.84,24.80,2,8.75,24.78,1,8.57,24.61,4,8.56,24.94,5,8.68,25.11
1,8.44,33.24,3,8.67,33.46,2,8.80,33.42,4,8.96,33.91,5,8.87,33.99
4,32.93,1:06.168,0,,DQ,3,16.15,49.564,1,8.72,42.628,2,8.71,42.692
