Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,PETRE Ward POSITION,PETRE Ward LAP TIME,PETRE Ward ELAPSED TIME,Yauheni RYZHOU POSITION,Yauheni RYZHOU LAP TIME,Yauheni RYZHOU ELAPSED TIME,HANDEI Volodymyr POSITION,HANDEI Volodymyr LAP TIME,HANDEI Volodymyr ELAPSED TIME,Klaudio NASRI POSITION,Klaudio NASRI LAP TIME,Klaudio NASRI ELAPSED TIME
2,13.74,13.74,1,13.67,13.67,4,13.94,13.94,3,13.82,13.82,5,14.13,14.13
3,10.51,24.25,2,10.49,24.16,1,9.99,23.93,4,10.55,24.37,5,10.34,24.47
3,10.10,34.35,2,10.01,34.17,1,10.23,34.16,4,10.08,34.45,5,10.00,34.47
3,9.88,44.23,1,9.84,44.01,2,9.97,44.13,5,9.96,44.41,4,9.80,44.27
3,9.75,53.98,2,9.89,53.90,1,9.66,53.79,4,9.66,54.07,5,9.84,54.11
1,9.04,1:03.02,3,9.31,1:03.21,2,9.27,1:03.06,4,9.49,1:03.56,5,9.57,1:03.68
1,9.05,1:12.07,3,9.12,1:12.33,2,9.18,1:12.24,5,9.31,1:12.87,4,9.03,1:12.71
1,9.13,1:21.20,3,9.16,1:21.49,2,9.10,1:21.34,5,9.44,1:22.31,4,9.30,1:22.01
1,9.28,1:30.48,3,9.30,1:30.772,2,9.27,1:30.61,5,9.69,1:31.972,4,9.62,1:31.602
