John-Henry KRUEGER POSITION,John-Henry KRUEGER LAP TIME,John-Henry KRUEGER ELAPSED TIME,Edoardo REGGIANI POSITION,Edoardo REGGIANI LAP TIME,Edoardo REGGIANI ELAPSED TIME,Valentyn DANILOVSKYI POSITION,Valentyn DANILOVSKYI LAP TIME,Valentyn DANILOVSKYI ELAPSED TIME,Minto SEKAI POSITION,Minto SEKAI LAP TIME,Minto SEKAI ELAPSED TIME
1,6.81,6.81,3,7.11,7.11,2,6.93,6.93,4,7.22,7.22
1,9.13,15.94,4,9.19,16.30,2,9.19,16.12,3,8.98,16.20
1,8.72,24.66,4,8.73,25.03,3,8.81,24.93,2,8.59,24.79
1,8.70,33.36,3,8.83,33.86,4,9.02,33.95,2,8.69,33.48
1,8.99,42.344,3,9.08,42.938,4,9.14,43.087,2,9.19,42.661
