Tamara FREDERICK POSITION,Tamara FREDERICK LAP TIME,Tamara FREDERICK ELAPSED TIME,Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME,VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME,Lenka ZAHUMENSKA POSITION,Lenka ZAHUMENSKA LAP TIME,Lenka ZAHUMENSKA ELAPSED TIME,Annita van DOORN POSITION,Annita van DOORN LAP TIME,Annita van DOORN ELAPSED TIME
3,13.66,13.66,2,13.59,13.59,4,13.75,13.75,5,13.85,13.85,1,13.52,13.52
3,10.88,24.54,2,10.86,24.45,4,10.94,24.69,5,10.93,24.78,1,10.83,24.35
3,11.12,35.66,2,11.09,35.54,4,11.07,35.76,5,11.08,35.86,1,11.09,35.44
3,11.00,46.66,1,10.98,46.52,4,11.04,46.80,5,11.06,46.92,2,11.10,46.54
3,9.94,56.60,1,9.79,56.31,4,9.98,56.78,5,10.00,56.92,2,9.92,56.46
3,9.64,1:06.24,1,9.61,1:05.92,4,9.73,1:06.51,5,9.73,1:06.65,2,9.57,1:06.03
3,9.77,1:16.01,1,9.64,1:15.56,4,10.04,1:16.55,5,10.00,1:16.65,2,9.70,1:15.73
3,9.94,1:25.95,1,9.76,1:25.32,5,10.73,1:27.28,4,10.33,1:26.98,2,9.97,1:25.70
2,9.91,1:35.851,1,9.99,1:35.308,5,12.83,1:40.105,4,10.70,1:37.678,3,10.18,1:35.876
