HAN Tianyu POSITION,HAN Tianyu LAP TIME,HAN Tianyu ELAPSED TIME,PETRE Ward POSITION,PETRE Ward LAP TIME,PETRE Ward ELAPSED TIME,Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME,Alex VARNYU POSITION,Alex VARNYU LAP TIME,Alex VARNYU ELAPSED TIME
3,7.36,7.36,1,6.94,6.94,2,7.09,7.09,4,7.49,7.49
3,8.98,16.34,2,9.19,16.13,1,9.01,16.10,4,9.01,16.50
3,8.61,24.95,2,8.72,24.85,1,8.56,24.66,4,8.55,25.05
2,8.70,33.65,3,8.81,33.66,1,8.66,33.32,4,8.78,33.83
2,8.81,42.46,3,8.98,42.64,1,8.81,42.13,4,8.90,42.716
