Nina EVTEEVA POSITION,Nina EVTEEVA LAP TIME,Nina EVTEEVA ELAPSED TIME,ZHANG Hui POSITION,ZHANG Hui LAP TIME,ZHANG Hui ELAPSED TIME,Liesbeth MAU ASAM POSITION,Liesbeth MAU ASAM LAP TIME,Liesbeth MAU ASAM ELAPSED TIME,Evgenia RADANOVA POSITION,Evgenia RADANOVA LAP TIME,Evgenia RADANOVA ELAPSED TIME
3,14.02,14.02,1,13.86,13.86,2,13.94,13.94,4,14.13,14.13
4,10.35,24.38,1,10.13,23.99,3,10.26,24.21,2,9.99,24.13
4,9.98,34.36,1,9.66,33.66,2,10.05,34.26,3,10.17,34.30
4,10.47,44.84,1,10.65,44.32,2,10.06,44.33,3,10.40,44.71
4,10.25,55.09,1,10.47,54.80,2,10.65,54.98,3,10.38,55.09
4,10.31,1:05.41,1,10.38,1:05.18,2,10.22,1:05.20,3,10.24,1:05.34
4,9.96,1:15.37,1,9.65,1:14.84,2,9.71,1:14.92,3,9.86,1:15.20
4,9.68,1:25.05,1,9.86,1:24.70,3,9.95,1:24.88,2,9.65,1:24.86
3,9.71,1:34.752,1,9.81,1:34.505,4,9.88,1:34.753,2,9.72,1:34.579
