Tatiana BODOVA POSITION,Tatiana BODOVA LAP TIME,Tatiana BODOVA ELAPSED TIME,PARK Seung-Hi POSITION,PARK Seung-Hi LAP TIME,PARK Seung-Hi ELAPSED TIME,Vera ANTANENKA POSITION,Vera ANTANENKA LAP TIME,Vera ANTANENKA ELAPSED TIME,VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME,Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME
4,14.23,14.23,3,14.12,14.12,5,14.32,14.32,1,13.86,13.86,2,13.97,13.97
3,10.88,25.11,1,10.75,24.87,5,10.96,25.28,2,11.14,25.00,4,11.28,25.25
3,10.38,35.49,1,10.41,35.28,5,10.48,35.76,4,10.58,35.58,2,10.18,35.43
3,10.11,45.60,1,10.10,45.38,5,10.05,45.81,4,10.13,45.71,2,10.06,45.49
3,10.15,55.75,1,10.22,55.60,5,10.19,56.00,4,10.16,55.87,2,10.15,55.64
3,10.01,1:05.76,1,9.81,1:05.41,5,9.98,1:05.98,4,9.96,1:05.83,2,9.92,1:05.56
3,10.04,1:15.80,1,9.90,1:15.31,5,10.16,1:16.14,4,10.11,1:15.94,2,9.86,1:15.42
3,10.04,1:25.84,1,9.95,1:25.26,5,10.20,1:26.34,4,10.08,1:26.02,2,9.95,1:25.37
3,10.35,1:36.190,1,10.16,1:35.420,5,10.21,1:36.547,4,10.36,1:36.373,2,10.16,1:35.521
