BYUN Chun-Sa POSITION,BYUN Chun-Sa LAP TIME,BYUN Chun-Sa ELAPSED TIME,Anne MALTAIS POSITION,Anne MALTAIS LAP TIME,Anne MALTAIS ELAPSED TIME,Joanna WILLIAMS POSITION,Joanna WILLIAMS LAP TIME,Joanna WILLIAMS ELAPSED TIME,Francesca JACKSON POSITION,Francesca JACKSON LAP TIME,Francesca JACKSON ELAPSED TIME
4,18.237,18.237,3,18.160,18.160,1,17.911,17.911,2,18.100,18.100
4,14.693,32.929,3,14.538,32.698,1,14.544,32.455,2,14.559,32.659
4,13.837,46.766,3,13.908,46.605,1,13.932,46.387,2,13.940,46.598
4,11.707,58.473,1,11.688,58.293,2,11.976,58.362,3,11.772,58.370
1,9.850,1:08.322,2,10.211,1:08.503,3,10.249,1:08.611,4,10.396,1:08.765
2,10.398,1:18.719,3,10.289,1:18.792,1,9.764,1:18.374,4,10.282,1:19.047
2,9.640,1:28.358,3,9.668,1:28.460,1,9.835,1:28.209,4,10.481,1:29.527
1,9.767,1:38.125,2,9.705,1:38.165,3,10.186,1:38.395,4,11.131,1:40.658
1,9.73,1:47.856,2,9.80,1:47.961,3,10.38,1:48.773,4,11.57,1:52.220
