Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,LEE Jung Su POSITION,LEE Jung Su LAP TIME,LEE Jung Su ELAPSED TIME,CASSINELLI Andrea POSITION,CASSINELLI Andrea LAP TIME,CASSINELLI Andrea ELAPSED TIME,Joshua CHEETHAM POSITION,Joshua CHEETHAM LAP TIME,Joshua CHEETHAM ELAPSED TIME
1,6.93,6.93,3,7.14,7.14,2,7.05,7.05,4,7.28,7.28,5,7.42,7.42
1,8.87,15.80,3,8.86,16.00,2,8.82,15.87,4,8.87,16.15,5,8.94,16.36
1,8.25,24.05,3,8.53,24.53,2,8.60,24.47,4,8.43,24.58,5,8.45,24.81
1,8.41,32.46,2,8.40,32.93,2,8.46,32.93,4,8.71,33.29,5,8.60,33.41
1,8.69,41.134,2,8.61,41.531,5,9.65,42.560,3,8.93,42.202,4,8.95,42.352
