Robert SEIFERT POSITION,Robert SEIFERT LAP TIME,Robert SEIFERT ELAPSED TIME,Jonathan LOPEZ POSITION,Jonathan LOPEZ LAP TIME,Jonathan LOPEZ ELAPSED TIME,Artur SULTANGALIYEV POSITION,Artur SULTANGALIYEV LAP TIME,Artur SULTANGALIYEV ELAPSED TIME,Selim TANRIKULU POSITION,Selim TANRIKULU LAP TIME,Selim TANRIKULU ELAPSED TIME
1,6.90,6.90,3,7.41,7.41,2,7.10,7.10,4,7.43,7.43
1,9.19,16.09,4,9.90,17.31,3,10.01,17.11,2,9.52,16.95
1,8.70,24.79,4,9.44,26.75,3,9.10,26.21,2,9.20,26.15
1,8.91,33.70,4,9.41,36.16,2,9.22,35.43,3,9.65,35.80
1,9.18,42.871,3,9.58,45.731,0,,PEN,2,9.45,45.242
