HAN Yu Tong POSITION,HAN Yu Tong LAP TIME,HAN Yu Tong ELAPSED TIME,Ekaterina STRELKOVA POSITION,Ekaterina STRELKOVA LAP TIME,Ekaterina STRELKOVA ELAPSED TIME,ZAKHAROVA Evgeniya POSITION,ZAKHAROVA Evgeniya LAP TIME,ZAKHAROVA Evgeniya ELAPSED TIME,NOH Do Hee POSITION,NOH Do Hee LAP TIME,NOH Do Hee ELAPSED TIME,MANOILOVA Katrin POSITION,MANOILOVA Katrin LAP TIME,MANOILOVA Katrin ELAPSED TIME
1,6.85,6.85,4,7.60,7.60,5,7.73,7.73,2,7.57,7.57,3,7.58,7.58
1,9.71,16.56,5,9.55,17.15,2,9.18,16.91,3,9.41,16.98,4,9.40,16.98
1,9.00,25.56,5,9.38,26.53,4,9.01,25.92,2,8.85,25.83,3,8.86,25.84
1,8.70,34.26,5,9.22,35.75,3,9.48,35.40,2,8.56,34.39,4,9.56,35.40
2,9.73,43.981,5,9.47,45.220,3,8.92,44.314,1,9.33,43.713,4,9.55,44.941
