ZHANG Hui POSITION,ZHANG Hui LAP TIME,ZHANG Hui ELAPSED TIME,HWANG Hyun Sun POSITION,HWANG Hyun Sun LAP TIME,HWANG Hyun Sun ELAPSED TIME,Veronika WINDISCH POSITION,Veronika WINDISCH LAP TIME,Veronika WINDISCH ELAPSED TIME,Jessica HEWITT POSITION,Jessica HEWITT LAP TIME,Jessica HEWITT ELAPSED TIME
2,13.75,13.75,3,13.93,13.93,4,15.44,15.44,1,13.52,13.52
2,10.62,24.37,3,10.51,24.44,4,9.88,25.32,1,10.69,24.21
2,10.50,34.87,3,10.57,35.01,4,9.82,35.14,1,10.43,34.64
2,9.78,44.65,3,9.77,44.78,4,9.79,44.93,1,9.87,44.51
2,9.87,54.52,3,9.87,54.65,4,9.85,54.78,1,9.85,54.36
2,9.97,1:04.49,3,9.93,1:04.58,4,9.94,1:04.72,1,9.96,1:04.32
2,9.77,1:14.26,3,9.77,1:14.35,4,9.86,1:14.58,1,9.76,1:14.08
3,9.73,1:23.99,2,9.48,1:23.83,4,10.11,1:24.69,1,9.70,1:23.78
3,10.02,1:34.001,1,9.54,1:33.362,4,10.52,1:35.205,2,10.04,1:33.819
