J.R. CELSKI POSITION,J.R. CELSKI LAP TIME,J.R. CELSKI ELAPSED TIME,Wim de DEYNE POSITION,Wim de DEYNE LAP TIME,Wim de DEYNE ELAPSED TIME,Takahiro FUJIMOTO POSITION,Takahiro FUJIMOTO LAP TIME,Takahiro FUJIMOTO ELAPSED TIME,Asen YORDANOV POSITION,Asen YORDANOV LAP TIME,Asen YORDANOV ELAPSED TIME
1,6.89,6.89,3,7.19,7.19,2,7.14,7.14,4,7.39,7.39
2,9.10,16.00,3,9.08,16.28,1,8.77,15.91,4,9.34,16.74
1,8.41,24.41,3,8.46,24.74,2,8.49,24.41,4,8.82,25.57
1,8.55,32.96,3,8.58,33.33,2,8.68,33.09,4,9.10,34.67
1,8.81,41.770,3,8.96,42.288,2,9.20,42.284,4,9.39,44.059
