LI Ye POSITION,LI Ye LAP TIME,LI Ye ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME,Yevgen YAKOVLEV POSITION,Yevgen YAKOVLEV LAP TIME,Yevgen YAKOVLEV ELAPSED TIME,Alexander GERTSIKOV POSITION,Alexander GERTSIKOV LAP TIME,Alexander GERTSIKOV ELAPSED TIME
4,13.969,13.969,3,13.708,13.708,2,13.609,13.609,1,13.494,13.494
4,10.345,24.314,1,10.322,24.029,2,10.421,24.030,3,10.724,24.218
4,10.152,34.466,1,9.857,33.885,3,9.987,34.016,2,9.670,33.887
4,9.595,44.060,1,9.647,43.532,3,9.809,43.825,2,9.868,43.755
4,9.729,53.789,1,9.932,53.464,2,9.682,53.506,3,9.759,53.513
2,9.190,1:02.978,1,9.442,1:02.905,3,9.566,1:03.072,4,9.576,1:03.089
2,9.142,1:12.119,3,9.237,1:12.142,4,9.181,1:12.252,1,8.491,1:11.579
3,9.463,1:21.582,2,9.276,1:21.417,4,9.922,1:22.174,1,9.555,1:21.133
2,9.61,1:31.188,3,10.02,1:31.434,4,10.22,1:32.388,1,9.99,1:31.117
