Wim de DEYNE POSITION,Wim de DEYNE LAP TIME,Wim de DEYNE ELAPSED TIME,Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME,Tom IVESON POSITION,Tom IVESON LAP TIME,Tom IVESON ELAPSED TIME,Tomas GRESCHNER POSITION,Tomas GRESCHNER LAP TIME,Tomas GRESCHNER ELAPSED TIME
2,13.334,13.334,4,13.585,13.585,3,13.354,13.354,1,13.311,13.311
1,9.551,22.885,4,9.599,23.183,3,9.632,22.986,2,9.602,22.912
4,10.077,32.961,2,9.622,32.805,1,9.789,32.775,3,9.923,32.835
4,9.856,42.817,2,9.602,42.407,3,9.661,42.435,1,9.536,42.370
4,9.396,52.213,2,9.558,51.964,3,9.558,51.993,1,9.533,51.902
4,9.274,1:01.486,3,9.511,1:01.475,2,9.289,1:01.282,1,9.276,1:01.177
4,9.426,1:10.912,1,9.000,1:10.474,2,9.458,1:10.740,3,9.581,1:10.758
2,8.855,1:19.767,1,9.259,1:19.733,3,9.491,1:20.230,4,9.895,1:20.653
2,9.24,1:29.007,1,9.12,1:28.850,3,9.36,1:29.589,4,9.90,1:30.553
