VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME,Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME,Xeniya MOTOVA POSITION,Xeniya MOTOVA LAP TIME,Xeniya MOTOVA ELAPSED TIME,MALISZEWSKA Natalia POSITION,MALISZEWSKA Natalia LAP TIME,MALISZEWSKA Natalia ELAPSED TIME
1,7.62,7.62,2,7.81,7.81,4,8.02,8.02,3,7.89,7.89
1,9.71,17.33,2,9.65,17.46,4,9.93,17.95,3,9.72,17.61
1,9.21,26.54,2,9.20,26.66,4,9.28,27.23,3,9.14,26.75
1,9.45,35.99,2,9.44,36.10,4,9.42,36.65,3,9.43,36.18
1,9.63,45.619,2,9.62,45.717,4,9.86,46.507,3,9.57,45.749
