Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,Yauheni RYZHOU POSITION,Yauheni RYZHOU LAP TIME,Yauheni RYZHOU ELAPSED TIME,Firat YARDIMCI POSITION,Firat YARDIMCI LAP TIME,Firat YARDIMCI ELAPSED TIME
1,6.94,6.94,2,7.09,7.09,3,7.19,7.19,4,7.48,7.48
1,9.00,15.94,2,8.96,16.05,3,9.04,16.23,4,9.15,16.63
1,8.46,24.40,2,8.43,24.48,3,8.63,24.86,4,8.62,25.25
1,8.60,33.00,2,8.56,33.04,3,8.76,33.62,4,8.74,33.99
1,8.74,41.74,2,8.74,41.78,3,9.01,42.63,4,8.85,42.84
