START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,season,competition,event,gender,round,race
1,9.510,2:54.220,2,9.320,2:54.520,2007-2008,"Samsung ISU World Cup 2007/2008, China, Harbin",5000mRelay,m,FinalB,1
1,8.970,3:03.200,2,9.080,3:03.600,2007-2008,"Samsung ISU World Cup 2007/2008, China, Harbin",5000mRelay,m,FinalB,1
1,8.880,3:12.080,2,9.000,3:12.600,2007-2008,"Samsung ISU World Cup 2007/2008, China, Harbin",5000mRelay,m,FinalB,1
1,9.650,3:21.740,2,9.360,3:21.970,2007-2008,"Samsung ISU World Cup 2007/2008, China, Harbin",5000mRelay,m,FinalB,1
1,8.760,3:30.500,2,9.590,3:31.560,2007-2008,"Samsung ISU World Cup 2007/2008, China, Harbin",5000mRelay,m,FinalB,1
1,9.540,3:40.040,2,9.140,3:40.710,2007-2008,"Samsung ISU World Cup 2007/2008, China, Harbin",5000mRelay,m,FinalB,1
1,9.120,3:49.160,2,9.290,3:50.000,2007-2008,"Samsung ISU World Cup 2007/2008, China, Harbin",5000mRelay,m,FinalB,1
1,9.150,3:58.310,2,9.100,3:59.110,2007-2008,"Samsung ISU World Cup 2007/2008, China, Harbin",5000mRelay,m,FinalB,1
1,8.790,4:07.110,2,8.720,4:07.830,2007-2008,"Samsung ISU World Cup 2007/2008, China, Harbin",5000mRelay,m,FinalB,1
1,9.390,4:16.500,2,9.200,4:17.030,2007-2008,"Samsung ISU World Cup 2007/2008, China, Harbin",5000mRelay,m,FinalB,1
1,9.000,4:25.500,2,9.570,4:26.610,2007-2008,"Samsung ISU World Cup 2007/2008, China, Harbin",5000mRelay,m,FinalB,1
1,9.110,4:34.620,2,8.940,4:35.550,2007-2008,"Samsung ISU World Cup 2007/2008, China, Harbin",5000mRelay,m,FinalB,1
1,9.070,4:43.690,2,9.630,4:45.180,2007-2008,"Samsung ISU World Cup 2007/2008, China, Harbin",5000mRelay,m,FinalB,1
1,8.970,4:52.670,2,9.210,4:54.390,2007-2008,"Samsung ISU World Cup 2007/2008, China, Harbin",5000mRelay,m,FinalB,1
1,8.680,5:01.350,2,8.780,5:03.180,2007-2008,"Samsung ISU World Cup 2007/2008, China, Harbin",5000mRelay,m,FinalB,1
1,9.940,5:11.300,2,9.550,5:12.740,2007-2008,"Samsung ISU World Cup 2007/2008, China, Harbin",5000mRelay,m,FinalB,1
1,9.170,5:20.480,2,9.700,5:22.440,2007-2008,"Samsung ISU World Cup 2007/2008, China, Harbin",5000mRelay,m,FinalB,1
1,9.400,5:29.880,2,9.190,5:31.640,2007-2008,"Samsung ISU World Cup 2007/2008, China, Harbin",5000mRelay,m,FinalB,1
1,9.140,5:39.030,2,9.590,5:41.240,2007-2008,"Samsung ISU World Cup 2007/2008, China, Harbin",5000mRelay,m,FinalB,1
1,9.200,5:48.230,2,9.530,5:50.770,2007-2008,"Samsung ISU World Cup 2007/2008, China, Harbin",5000mRelay,m,FinalB,1
1,8.920,5:57.150,2,8.700,5:59.470,2007-2008,"Samsung ISU World Cup 2007/2008, China, Harbin",5000mRelay,m,FinalB,1
1,9.480,6:06.630,2,9.660,6:09.140,2007-2008,"Samsung ISU World Cup 2007/2008, China, Harbin",5000mRelay,m,FinalB,1
1,9.400,6:16.040,2,9.910,6:19.060,2007-2008,"Samsung ISU World Cup 2007/2008, China, Harbin",5000mRelay,m,FinalB,1
1,9.360,6:25.400,2,9.270,6:28.330,2007-2008,"Samsung ISU World Cup 2007/2008, China, Harbin",5000mRelay,m,FinalB,1
1,9.050,6:34.460,2,9.680,6:38.020,2007-2008,"Samsung ISU World Cup 2007/2008, China, Harbin",5000mRelay,m,FinalB,1
1,9.480,6:43.940,2,9.520,6:47.540,2007-2008,"Samsung ISU World Cup 2007/2008, China, Harbin",5000mRelay,m,FinalB,1
1,9.290,6:53.240,2,9.090,6:56.630,2007-2008,"Samsung ISU World Cup 2007/2008, China, Harbin",5000mRelay,m,FinalB,1
