KRUZBERGS Karlis POSITION,KRUZBERGS Karlis LAP TIME,KRUZBERGS Karlis ELAPSED TIME,Serhiy LIFYRENKO POSITION,Serhiy LIFYRENKO LAP TIME,Serhiy LIFYRENKO ELAPSED TIME,Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,Necmettin Berk YETISKEN POSITION,Necmettin Berk YETISKEN LAP TIME,Necmettin Berk YETISKEN ELAPSED TIME
3,7.38,7.38,2,6.99,6.99,1,6.97,6.97,4,7.58,7.58
3,9.74,17.12,2,9.08,16.07,1,8.89,15.86,4,9.68,17.26
3,9.41,26.53,2,8.84,24.91,1,8.56,24.42,4,9.32,26.58
3,9.53,36.06,2,9.03,33.94,1,8.67,33.09,4,9.82,36.40
3,9.63,45.681,2,9.46,43.391,1,8.94,42.027,4,9.47,45.864
