Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,SHULGINOV Alexander POSITION,SHULGINOV Alexander LAP TIME,SHULGINOV Alexander ELAPSED TIME,Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME,MIGUNOV Dmitry POSITION,MIGUNOV Dmitry LAP TIME,MIGUNOV Dmitry ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME
1,6.99,6.99,3,7.31,,2,7.11,7.11,4,7.36,7.36,5,7.54,7.54
1,8.89,15.88,3,8.89,,2,8.99,16.10,5,9.12,16.48,4,8.84,16.38
1,8.38,24.26,3,8.39,,2,8.29,24.39,5,8.38,24.86,4,8.24,24.62
1,8.43,32.69,5,9.12,,2,8.42,32.81,4,8.53,33.39,3,8.73,33.35
1,8.38,41.07,4,8.61,,2,8.35,41.16,5,9.06,42.45,3,8.71,42.06
