Hitomi SAITO POSITION,Hitomi SAITO LAP TIME,Hitomi SAITO ELAPSED TIME,SEO Whi Min POSITION,SEO Whi Min LAP TIME,SEO Whi Min ELAPSED TIME,SCHULTING Suzanne POSITION,SCHULTING Suzanne LAP TIME,SCHULTING Suzanne ELAPSED TIME,BINEY Maame POSITION,BINEY Maame LAP TIME,BINEY Maame ELAPSED TIME
4,7.79,7.79,2,7.55,7.55,1,7.39,7.39,3,7.66,
4,9.68,17.47,2,9.38,16.93,1,9.41,16.80,3,9.51,
4,9.04,26.51,2,8.83,25.76,1,8.84,25.64,3,8.71,
4,9.31,35.82,3,9.34,35.10,1,9.00,34.64,2,9.16,
4,9.59,45.41,3,9.39,44.49,1,9.17,43.81,2,9.36,
