Allison BAVER POSITION,Allison BAVER LAP TIME,Allison BAVER ELAPSED TIME,Christin PRIEBST POSITION,Christin PRIEBST LAP TIME,Christin PRIEBST ELAPSED TIME,Ranya EZZI POSITION,Ranya EZZI LAP TIME,Ranya EZZI ELAPSED TIME,Kristina VUTEVA POSITION,Kristina VUTEVA LAP TIME,Kristina VUTEVA ELAPSED TIME
4,14.85,14.85,1,14.56,14.56,2,14.60,14.60,3,14.71,14.71
4,11.04,25.89,2,11.07,25.63,1,10.95,25.55,3,11.06,25.77
4,10.99,36.88,2,11.00,36.63,1,10.98,36.53,3,11.00,36.77
4,11.35,48.23,2,11.38,48.01,1,11.41,47.94,3,11.35,48.12
4,11.04,59.27,1,10.85,58.86,2,11.05,58.99,3,11.03,59.15
4,10.12,1:09.39,1,10.19,1:09.05,2,10.14,1:09.13,3,10.13,1:09.28
4,10.08,1:19.47,1,10.03,1:19.08,2,10.08,1:19.21,3,10.13,1:19.41
3,9.79,1:29.26,1,9.97,1:29.05,2,9.96,1:29.17,4,10.11,1:29.52
2,10.01,1:39.264,1,10.07,1:39.120,3,10.27,1:39.436,4,10.45,1:39.962
