JIA Haidong POSITION,JIA Haidong LAP TIME,JIA Haidong ELAPSED TIME,PARK Ji Won POSITION,PARK Ji Won LAP TIME,PARK Ji Won ELAPSED TIME,SHAMUKHANOV Yerkebulan POSITION,SHAMUKHANOV Yerkebulan LAP TIME,SHAMUKHANOV Yerkebulan ELAPSED TIME,REN Ziwei POSITION,REN Ziwei LAP TIME,REN Ziwei ELAPSED TIME,NAVARRO Tristan POSITION,NAVARRO Tristan LAP TIME,NAVARRO Tristan ELAPSED TIME
2,12.55,,1,12.54,12.54,4,12.63,12.63,3,12.61,12.61,5,12.68,12.68
3,9.30,,2,9.27,21.81,4,9.34,21.97,1,9.04,21.65,5,9.38,22.06
2,9.34,,3,9.44,31.25,4,9.36,31.33,1,9.35,31.00,5,9.33,31.39
2,9.34,,3,9.37,40.62,5,9.47,40.80,1,9.36,40.36,4,9.35,40.74
2,9.29,,3,9.34,49.96,5,9.39,50.19,1,9.29,49.65,4,9.32,50.06
2,9.30,,3,9.28,59.24,4,9.16,59.35,1,9.28,58.93,5,9.36,59.42
2,9.04,,3,9.05,1:08.29,4,9.09,1:08.44,1,9.10,1:08.03,5,9.10,1:08.52
2,8.81,,3,8.75,1:17.04,4,8.73,1:17.17,1,8.92,1:16.95,5,8.80,1:17.32
2,8.96,,1,8.75,1:25.79,3,9.02,1:26.19,5,10.39,1:27.34,3,9.33,1:26.656
