Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME,Aydar BEKZHANOV POSITION,Aydar BEKZHANOV LAP TIME,Aydar BEKZHANOV ELAPSED TIME,Jeremy MASSON POSITION,Jeremy MASSON LAP TIME,Jeremy MASSON ELAPSED TIME,Serhiy LIFYRENKO POSITION,Serhiy LIFYRENKO LAP TIME,Serhiy LIFYRENKO ELAPSED TIME
1,7.03,7.03,3,7.29,7.29,2,7.17,7.17,4,7.40,7.40
1,9.10,16.13,2,9.21,16.50,3,9.38,16.55,4,9.35,16.75
1,8.61,24.74,2,8.63,25.13,3,8.83,25.38,4,8.85,25.60
1,8.89,33.63,2,8.75,33.88,3,8.97,34.35,4,8.98,34.58
1,9.03,42.656,2,8.96,42.835,3,9.22,43.566,4,9.21,43.783
