CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Tina GRASSOW POSITION,Tina GRASSOW LAP TIME,Tina GRASSOW ELAPSED TIME,Tatiana BODOVA POSITION,Tatiana BODOVA LAP TIME,Tatiana BODOVA ELAPSED TIME,VALCEPINA Martina POSITION,VALCEPINA Martina LAP TIME,VALCEPINA Martina ELAPSED TIME
1,13.37,13.37,3,13.60,13.60,4,13.78,13.78,2,13.46,13.46
1,10.93,24.30,2,10.76,24.36,4,10.75,24.53,3,10.93,24.39
1,10.31,34.61,3,10.40,34.76,4,10.35,34.88,2,10.36,34.75
1,9.87,44.48,3,10.19,44.95,2,9.83,44.71,4,10.55,45.30
1,9.93,54.41,3,9.71,54.66,2,9.80,54.51,4,10.18,55.48
1,9.87,1:04.28,3,9.84,1:04.50,2,9.85,1:04.36,4,10.71,1:06.19
1,9.79,1:14.07,3,9.81,1:14.31,2,9.81,1:14.17,4,11.45,1:17.64
1,9.63,1:23.70,3,9.73,1:24.04,2,9.75,1:23.92,4,11.79,1:29.43
1,9.63,1:33.330,0,,PEN,2,10.16,1:34.075,3,12.41,1:41.840
