UM Cheon-Ho POSITION,UM Cheon-Ho LAP TIME,UM Cheon-Ho ELAPSED TIME,Kyle UYEHARA POSITION,Kyle UYEHARA LAP TIME,Kyle UYEHARA ELAPSED TIME,Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME,LIANG Wenhao POSITION,LIANG Wenhao LAP TIME,LIANG Wenhao ELAPSED TIME
4,13.28,13.28,1,12.99,12.99,2,13.08,13.08,3,13.19,13.19
4,10.78,24.06,1,10.72,23.71,2,10.75,23.83,3,10.76,23.95
4,10.11,34.17,1,10.17,33.88,2,10.09,33.92,3,10.08,34.03
4,9.37,43.54,2,9.33,43.21,1,9.21,43.13,3,9.43,43.46
4,9.19,52.73,2,9.27,52.48,1,9.26,52.39,3,9.19,52.65
4,9.19,1:01.92,2,9.31,1:01.79,1,9.27,1:01.66,3,9.24,1:01.89
4,9.10,1:11.02,1,8.94,1:10.73,2,9.07,1:10.73,3,8.90,1:10.79
4,9.63,1:20.65,3,9.44,1:20.17,2,9.29,1:20.02,1,9.06,1:19.85
4,10.57,1:31.220,3,9.48,1:29.646,2,9.51,1:29.527,1,9.24,1:29.089
