SUI Bao Ku POSITION,SUI Bao Ku LAP TIME,SUI Bao Ku ELAPSED TIME,David GROSSENBACHER POSITION,David GROSSENBACHER LAP TIME,David GROSSENBACHER ELAPSED TIME,Kiril PANDOV POSITION,Kiril PANDOV LAP TIME,Kiril PANDOV ELAPSED TIME,J P KEPKA POSITION,J P KEPKA LAP TIME,J P KEPKA ELAPSED TIME
1,15.1928,15.1928,3,15.4321,15.4321,4,15.5386,15.5386,2,15.2575,15.2575
1,11.5451,26.7379,3,11.7132,27.1453,4,11.7219,27.2605,2,11.6608,26.9183
1,10.4045,37.1424,3,10.3632,37.5085,4,10.3644,37.6249,2,10.3858,37.3041
1,9.7256,46.8680,3,9.7641,47.2726,4,9.6889,47.3138,2,9.7659,47.0700
1,9.7182,56.5862,4,9.5145,56.7871,2,9.3236,56.6374,3,9.6108,56.6808
1,9.6324,1:06.2186,4,9.8389,1:06.6260,3,9.6771,1:06.3145,2,9.6170,1:06.2978
1,9.4547,1:15.6733,4,9.4941,1:16.1201,2,9.4263,1:15.7408,3,9.4500,1:15.7478
2,9.4276,1:25.1009,4,9.3710,1:25.4911,1,9.3157,1:25.0565,3,9.3690,1:25.1168
1,9.45,1:34.551,3,9.56,1:35.043,4,11.29,1:36.341,2,9.45,1:34.562
