Gergana PATSOVA POSITION,Gergana PATSOVA LAP TIME,Gergana PATSOVA ELAPSED TIME,Joanna WILLIAMS POSITION,Joanna WILLIAMS LAP TIME,Joanna WILLIAMS ELAPSED TIME,Stephanie BOUVIER POSITION,Stephanie BOUVIER LAP TIME,Stephanie BOUVIER ELAPSED TIME,Nina EVTEEVA POSITION,Nina EVTEEVA LAP TIME,Nina EVTEEVA ELAPSED TIME
4,14.389,14.389,2,14.051,14.051,3,14.100,14.100,1,13.981,13.981
4,9.996,24.384,3,9.947,23.997,1,9.823,23.922,2,9.982,23.963
4,9.840,34.224,3,9.701,33.698,1,9.492,33.414,2,9.554,33.517
4,10.154,44.377,3,9.808,43.505,2,9.886,43.299,1,9.757,43.273
4,10.671,55.048,3,9.960,53.465,2,9.902,53.201,1,9.924,53.197
4,11.287,1:06.334,3,9.837,1:03.301,2,9.901,1:03.101,1,9.869,1:03.066
4,11.827,1:18.160,3,10.026,1:13.326,2,10.008,1:13.109,1,9.938,1:13.003
4,12.384,1:30.543,3,10.158,1:23.484,2,10.075,1:23.183,1,10.060,1:23.063
4,12.89,1:43.429,3,11.28,1:34.762,2,10.43,1:33.609,1,10.21,1:33.268
