Haralds SILOVS POSITION,Haralds SILOVS LAP TIME,Haralds SILOVS ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,HAN Jialiang POSITION,HAN Jialiang LAP TIME,HAN Jialiang ELAPSED TIME,Michael GILDAY POSITION,Michael GILDAY LAP TIME,Michael GILDAY ELAPSED TIME
1,12.20,12.20,2,12.29,12.29,3,12.41,12.41,4,12.52,12.52
1,9.61,21.81,3,9.73,22.02,2,9.53,21.94,4,9.61,22.13
1,9.05,30.86,3,9.03,31.05,2,9.05,30.99,4,9.05,31.18
1,9.96,40.82,3,9.98,41.03,2,9.96,40.95,4,10.00,41.18
1,8.26,49.08,3,8.23,49.26,2,8.23,49.18,4,8.19,49.37
1,9.14,58.22,2,9.07,58.33,3,9.20,58.38,4,9.04,58.41
1,9.16,1:07.38,3,9.12,1:07.45,4,9.22,1:07.60,2,9.03,1:07.44
3,9.59,1:16.97,1,9.18,1:16.63,4,24.62,1:32.22,2,9.28,1:16.72
3,9.89,1:26.858,1,9.45,1:26.075,4,14.70,1:46.913,2,9.46,1:26.173
