WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,PIVIROTTO Ryan POSITION,PIVIROTTO Ryan LAP TIME,PIVIROTTO Ryan ELAPSED TIME,Yuma SAKURAI POSITION,Yuma SAKURAI LAP TIME,Yuma SAKURAI ELAPSED TIME
1,6.67,6.67,2,6.88,6.88,3,7.17,7.17,4,7.22,7.22
1,8.72,15.39,2,8.63,15.51,3,9.07,16.24,4,9.11,16.33
1,8.27,23.66,2,8.47,23.98,3,8.56,24.80,4,8.66,24.99
1,8.45,32.11,2,8.57,32.55,3,8.49,33.29,4,8.58,33.57
1,8.73,40.839,2,8.69,41.236,3,8.82,42.108,4,8.77,42.339
