Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,NIKISHA Denis POSITION,NIKISHA Denis LAP TIME,NIKISHA Denis ELAPSED TIME,SHI Jingnan POSITION,SHI Jingnan LAP TIME,SHI Jingnan ELAPSED TIME,SEO Yi Ra POSITION,SEO Yi Ra LAP TIME,SEO Yi Ra ELAPSED TIME
1,6.77,6.77,2,6.98,6.98,3,7.07,7.07,4,7.24,7.24
1,8.81,15.58,2,8.82,15.80,3,8.87,15.94,4,8.86,16.10
1,8.47,24.05,2,8.45,24.25,3,8.41,24.35,4,8.32,24.42
1,8.60,32.65,2,8.49,32.74,3,8.50,32.85,4,8.68,33.10
1,8.73,41.38,2,8.74,41.48,3,8.72,41.57,4,8.76,41.86
