CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Jessica HEWITT POSITION,Jessica HEWITT LAP TIME,Jessica HEWITT ELAPSED TIME,Ayuko ITO POSITION,Ayuko ITO LAP TIME,Ayuko ITO ELAPSED TIME,WALTER Bianca POSITION,WALTER Bianca LAP TIME,WALTER Bianca ELAPSED TIME
1,12.82,12.82,3,12.94,12.94,2,12.93,12.93,4,13.14,13.14
1,9.69,22.51,2,9.64,22.58,4,9.85,22.78,3,9.55,22.69
1,9.59,32.10,3,9.70,32.28,4,9.58,32.36,2,9.50,32.19
1,9.61,41.71,3,9.63,41.91,4,9.58,41.94,2,9.63,41.82
1,9.50,51.21,4,9.64,51.55,3,9.47,51.41,2,9.47,51.29
1,9.33,1:00.54,4,9.34,1:00.89,3,9.30,1:00.71,2,9.39,1:00.68
1,9.29,1:09.83,4,9.46,1:10.35,3,9.58,1:10.29,2,9.39,1:10.07
1,9.43,1:19.26,4,9.67,1:20.02,3,9.49,1:19.78,2,9.59,1:19.66
1,9.82,1:29.073,4,10.03,1:30.043,3,9.83,1:29.609,2,9.79,1:29.448
