PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME,BURIC Katarina POSITION,BURIC Katarina LAP TIME,BURIC Katarina ELAPSED TIME,MALAGICH Emina POSITION,MALAGICH Emina LAP TIME,MALAGICH Emina ELAPSED TIME,Oliwia GAWLICA POSITION,Oliwia GAWLICA LAP TIME,Oliwia GAWLICA ELAPSED TIME
1,7.68,7.68,4,8.08,8.08,2,7.93,7.93,3,8.02,8.02
1,9.70,17.38,4,10.14,18.22,2,9.63,17.56,3,9.66,17.68
1,9.21,26.59,4,9.62,27.84,2,9.16,26.72,3,9.36,27.04
1,9.31,35.90,4,9.65,37.49,2,9.27,35.99,3,9.42,36.46
1,9.57,45.47,4,9.93,47.42,2,9.51,45.50,3,9.57,46.03
