CHOI Min Jeong POSITION,CHOI Min Jeong LAP TIME,CHOI Min Jeong ELAPSED TIME,Geneve BELANGER POSITION,Geneve BELANGER LAP TIME,Geneve BELANGER ELAPSED TIME,KONSTANTINOVA Ekaterina POSITION,KONSTANTINOVA Ekaterina LAP TIME,KONSTANTINOVA Ekaterina ELAPSED TIME,HUOT MARCHAND Tifany POSITION,HUOT MARCHAND Tifany LAP TIME,HUOT MARCHAND Tifany ELAPSED TIME,Magdalena WARAKOMSKA POSITION,Magdalena WARAKOMSKA LAP TIME,Magdalena WARAKOMSKA ELAPSED TIME
1,14.72,14.72,4,15.14,15.14,2,14.81,14.81,5,15.34,15.34,3,15.00,15.00
1,10.74,25.46,2,10.34,25.48,3,10.78,25.59,5,10.46,25.80,4,10.80,25.80
2,9.87,35.33,1,9.76,35.24,3,9.84,35.43,4,9.81,35.61,5,9.96,35.76
2,9.86,45.19,1,9.94,45.18,3,9.95,45.38,4,9.92,45.53,5,9.86,45.62
1,9.54,54.73,2,9.64,54.82,3,9.56,54.94,4,9.48,55.01,5,9.67,55.29
1,9.49,1:04.22,2,9.47,1:04.29,3,9.55,1:04.49,4,9.53,1:04.54,5,9.72,1:05.01
1,9.47,1:13.69,2,9.46,1:13.75,3,9.47,1:13.96,4,9.51,1:14.05,5,9.98,1:14.99
1,9.46,1:23.15,2,9.55,1:23.30,3,9.63,1:23.59,4,9.59,1:23.64,5,10.51,1:25.50
1,9.64,1:32.788,2,9.66,1:32.960,3,9.78,1:33.368,4,9.77,1:33.402,5,10.89,1:36.386
