Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,LIU Qiuhong POSITION,LIU Qiuhong LAP TIME,LIU Qiuhong ELAPSED TIME,LEE So Youn POSITION,LEE So Youn LAP TIME,LEE So Youn ELAPSED TIME,Kimberly DERRICK POSITION,Kimberly DERRICK LAP TIME,Kimberly DERRICK ELAPSED TIME
1,7.27,7.27,2,7.38,7.38,3,7.53,7.53,4,7.82,7.82
1,9.53,16.80,2,9.52,16.90,3,9.48,17.01,4,9.71,17.53
1,8.93,25.73,2,8.93,25.83,3,8.94,25.95,4,9.35,26.88
1,9.08,34.81,2,9.08,34.91,3,9.09,35.04,4,9.68,36.56
1,9.21,44.015,2,9.19,44.092,3,9.13,44.166,4,10.14,46.699
