Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,Menderes EREN POSITION,Menderes EREN LAP TIME,Menderes EREN ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME,KOLENC Martin POSITION,KOLENC Martin LAP TIME,KOLENC Martin ELAPSED TIME
1,6.98,6.98,2,7.35,7.35,3,7.48,7.48,4,7.65,7.65
1,9.06,16.04,3,9.53,16.88,2,9.31,16.79,4,9.32,16.97
1,8.68,24.72,3,9.02,25.90,2,8.77,25.56,4,9.07,26.04
1,8.92,33.64,3,9.07,34.97,2,8.92,34.48,4,9.05,35.09
1,9.10,42.74,3,9.24,44.21,2,9.10,43.58,4,9.24,44.33
