van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Andrea KESZLER POSITION,Andrea KESZLER LAP TIME,Andrea KESZLER ELAPSED TIME,Magdalena WARAKOMSKA POSITION,Magdalena WARAKOMSKA LAP TIME,Magdalena WARAKOMSKA ELAPSED TIME
2,12.98,12.98,4,13.48,,1,12.80,12.80,3,13.22,13.22
1,9.55,22.53,4,9.52,,2,9.81,22.61,3,9.61,22.83
1,9.71,32.24,4,9.52,,2,9.71,32.32,3,9.58,32.41
1,9.75,41.99,4,9.73,,2,9.74,42.06,3,9.76,42.17
1,9.68,51.67,3,9.62,,2,9.69,51.75,4,9.75,51.92
1,9.63,1:01.30,2,9.50,,3,9.63,1:01.38,4,9.67,1:01.59
1,9.82,1:11.12,3,9.93,,4,10.16,1:11.54,2,9.61,1:11.20
1,9.87,1:20.99,2,9.82,,4,9.80,1:21.34,3,9.94,1:21.14
1,9.90,1:30.89,2,9.84,,4,10.10,1:31.44,3,10.11,1:31.25
