Francois HAMELIN POSITION,Francois HAMELIN LAP TIME,Francois HAMELIN ELAPSED TIME,LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,EYBOG Daniil POSITION,EYBOG Daniil LAP TIME,EYBOG Daniil ELAPSED TIME
1,6.60,6.60,3,6.96,6.96,2,6.75,6.75,4,7.11,7.11
1,8.82,15.42,3,8.63,15.59,2,8.73,15.48,4,8.70,15.81
1,8.44,23.86,3,8.49,24.08,2,8.51,23.99,4,8.29,24.10
1,8.54,32.40,3,8.51,32.59,2,8.49,32.48,4,8.76,32.86
1,8.71,41.110,3,8.67,41.254,2,8.72,41.198,4,8.75,41.608
