Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME,Maarten SLEMBROUCK POSITION,Maarten SLEMBROUCK LAP TIME,Maarten SLEMBROUCK ELAPSED TIME,Edin BRANKOVIC POSITION,Edin BRANKOVIC LAP TIME,Edin BRANKOVIC ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME
1,6.86,6.86,2,7.29,7.29,3,7.45,7.45,4,7.45,7.45
1,8.92,15.78,2,9.43,16.72,4,9.53,16.98,3,9.33,16.78
1,8.74,24.52,4,9.23,25.95,3,8.93,25.91,2,8.67,25.45
1,9.13,33.65,4,9.60,35.55,3,9.15,35.06,2,9.00,34.45
1,9.12,42.766,4,9.64,45.184,3,9.02,44.073,2,8.86,43.309
