Charle COURNOYER POSITION,Charle COURNOYER LAP TIME,Charle COURNOYER ELAPSED TIME,LEE Han-Bin POSITION,LEE Han-Bin LAP TIME,LEE Han-Bin ELAPSED TIME,Jeremy MASSON POSITION,Jeremy MASSON LAP TIME,Jeremy MASSON ELAPSED TIME,Dawid RZEMIENIECKI POSITION,Dawid RZEMIENIECKI LAP TIME,Dawid RZEMIENIECKI ELAPSED TIME
1,6.83,6.83,3,7.17,7.17,2,6.95,6.95,4,7.18,7.18
1,8.93,15.76,4,23.07,30.24,2,9.01,15.96,3,9.36,16.54
1,8.54,24.30,4,22.65,52.89,2,8.61,24.57,3,9.05,25.59
1,8.64,32.94,4,14.11,1:07.00,2,8.84,33.41,3,9.10,34.69
1,8.80,41.736,4,13.69,1:20.688,2,8.94,42.347,3,9.28,43.964
