Maksim SIARHEYU POSITION,Maksim SIARHEYU LAP TIME,Maksim SIARHEYU ELAPSED TIME,Jacob JANSSON POSITION,Jacob JANSSON LAP TIME,Jacob JANSSON ELAPSED TIME,KRUZBERGS Karlis POSITION,KRUZBERGS Karlis LAP TIME,KRUZBERGS Karlis ELAPSED TIME,Roger VALLVERDU IMBERNON POSITION,Roger VALLVERDU IMBERNON LAP TIME,Roger VALLVERDU IMBERNON ELAPSED TIME
1,12.20,12.20,2,12.69,12.69,3,12.81,12.81,4,13.05,13.05
1,9.63,21.83,2,9.52,22.21,3,9.56,22.37,4,9.47,22.52
1,9.65,31.48,3,9.52,31.73,2,9.24,31.61,4,9.40,31.92
1,9.61,41.09,3,9.57,41.30,2,9.57,41.18,4,9.50,41.42
1,9.57,50.66,3,9.64,50.94,2,9.60,50.78,4,9.71,51.13
1,9.42,1:00.08,3,9.48,1:00.42,2,9.46,1:00.24,4,9.99,1:01.12
1,9.47,1:09.55,3,9.54,1:09.96,2,9.46,1:09.70,4,10.34,1:11.46
1,9.64,1:19.19,3,9.91,1:19.87,2,9.76,1:19.46,4,11.05,1:22.51
1,9.99,1:29.175,3,10.41,1:30.276,2,10.10,1:29.552,4,11.39,1:33.893
