Ruslan ZAKHAROV POSITION,Ruslan ZAKHAROV LAP TIME,Ruslan ZAKHAROV ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,Takayuki MURATAKE POSITION,Takayuki MURATAKE LAP TIME,Takayuki MURATAKE ELAPSED TIME
1,12.28,12.28,3,12.45,12.45,2,12.38,12.38,4,12.50,12.50
1,9.72,22.00,3,9.75,22.20,2,9.71,22.09,4,9.82,22.32
1,9.48,31.48,3,9.52,31.72,2,9.47,31.56,4,9.49,31.81
1,9.36,40.84,3,9.31,41.03,2,9.36,40.92,4,9.33,41.14
1,9.02,49.86,3,9.00,50.03,2,9.01,49.93,4,9.06,50.20
1,8.86,58.72,3,8.88,58.91,2,8.86,58.79,4,8.82,59.02
1,8.83,1:07.55,3,8.82,1:07.73,2,8.92,1:07.71,4,8.86,1:07.88
1,8.96,1:16.51,2,8.86,1:16.59,4,9.20,1:16.91,3,8.94,1:16.82
1,9.00,1:25.504,2,9.07,1:25.657,0,,PEN,3,10.02,1:26.834
