FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,Anja CHONG POSITION,Anja CHONG LAP TIME,Anja CHONG ELAPSED TIME,Petra JASZAPATI POSITION,Petra JASZAPATI LAP TIME,Petra JASZAPATI ELAPSED TIME,RUSNAKOVA Petra POSITION,RUSNAKOVA Petra LAP TIME,RUSNAKOVA Petra ELAPSED TIME,Deanna LOCKETT POSITION,Deanna LOCKETT LAP TIME,Deanna LOCKETT ELAPSED TIME
1,7.15,7.15,3,7.78,7.78,2,7.32,7.32,5,7.89,7.89,4,7.85,7.85
1,9.28,16.43,5,10.25,18.03,2,9.35,16.67,4,10.07,17.96,3,9.49,17.34
1,8.77,25.20,5,9.83,27.86,2,8.84,25.51,4,9.85,27.81,3,8.97,26.31
1,8.96,34.16,5,9.98,37.84,2,8.97,34.48,4,9.89,37.70,3,9.03,35.34
1,9.21,43.361,5,10.27,48.090,2,9.19,43.664,4,10.18,47.867,3,9.18,44.505
