VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME,PARK Seung-Hi POSITION,PARK Seung-Hi LAP TIME,PARK Seung-Hi ELAPSED TIME,Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME,Jessica GREGG POSITION,Jessica GREGG LAP TIME,Jessica GREGG ELAPSED TIME
4,7.62,7.62,3,7.41,7.41,1,7.22,7.22,2,7.41,7.41
4,9.56,17.18,2,9.41,16.82,1,9.52,16.74,3,9.50,16.91
4,9.10,26.28,1,8.98,25.80,3,9.20,25.94,2,9.02,25.93
4,9.29,35.57,1,9.21,35.01,3,9.36,35.30,2,9.21,35.14
4,9.76,45.325,1,9.29,44.297,3,9.24,44.540,2,9.25,44.390
