Lucas NG POSITION,Lucas NG LAP TIME,Lucas NG ELAPSED TIME,Ievgen GUTENOV POSITION,Ievgen GUTENOV LAP TIME,Ievgen GUTENOV ELAPSED TIME,Edoardo REGGIANI POSITION,Edoardo REGGIANI LAP TIME,Edoardo REGGIANI ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME
4,7.73,7.73,1,6.96,6.96,2,7.13,7.13,3,7.27,7.27
4,10.43,18.16,1,9.21,16.17,2,9.12,16.25,3,9.11,16.38
3,10.10,28.26,4,24.94,41.11,1,8.76,25.01,2,8.82,25.20
3,10.18,38.44,4,17.95,59.06,1,8.92,33.93,2,8.80,34.00
3,10.48,48.911,4,15.44,1:14.499,2,9.19,43.114,1,8.97,42.965
