START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,START_POS_7 POSITION,START_POS_7 LAP TIME,START_POS_7 ELAPSED TIME,START_POS_8 POSITION,START_POS_8 LAP TIME,START_POS_8 ELAPSED TIME,season,competition,event,gender,round,race
2,8.77,8.77,3,8.90,8.90,1,8.70,8.70,6,9.35,9.35,5,9.24,9.24,7,9.50,9.50,4,9.06,9.06,8,9.69,9.69,2016-2017,ISU World Cup 2016/17 - Gangneung (KOR),1500m,m,Semifinals,1
2,12.21,20.98,3,12.22,21.12,1,12.25,20.95,4,11.93,21.28,7,12.27,21.51,8,12.10,21.60,5,12.34,21.40,6,11.77,21.46,2016-2017,ISU World Cup 2016/17 - Gangneung (KOR),1500m,m,Semifinals,1
1,10.83,31.81,7,11.07,32.19,5,11.13,32.08,6,10.88,32.16,4,10.54,32.05,8,10.81,32.41,3,10.59,31.99,2,10.45,31.91,2016-2017,ISU World Cup 2016/17 - Gangneung (KOR),1500m,m,Semifinals,1
2,9.97,41.78,3,9.66,41.85,5,9.88,41.96,7,9.93,42.09,1,9.66,41.71,8,9.92,42.33,6,9.98,41.97,4,9.96,41.87,2016-2017,ISU World Cup 2016/17 - Gangneung (KOR),1500m,m,Semifinals,1
2,9.52,51.30,5,9.62,51.47,1,9.25,51.21,4,9.37,51.46,3,9.68,51.39,8,9.51,51.84,7,9.71,51.68,6,9.61,51.48,2016-2017,ISU World Cup 2016/17 - Gangneung (KOR),1500m,m,Semifinals,1
2,9.31,1:00.61,3,9.27,1:00.74,1,9.33,1:00.54,5,9.50,1:00.96,4,9.46,1:00.85,8,9.41,1:01.25,7,9.47,1:01.15,6,9.58,1:01.06,2016-2017,ISU World Cup 2016/17 - Gangneung (KOR),1500m,m,Semifinals,1
1,9.23,1:09.84,3,9.31,1:10.05,2,9.40,1:09.94,5,9.32,1:10.28,4,9.34,1:10.19,8,9.36,1:10.61,7,9.34,1:10.49,6,9.34,1:10.40,2016-2017,ISU World Cup 2016/17 - Gangneung (KOR),1500m,m,Semifinals,1
1,9.38,1:19.22,3,9.35,1:19.40,2,9.36,1:19.30,4,9.23,1:19.51,6,9.44,1:19.63,8,9.27,1:19.88,7,9.27,1:19.76,5,9.22,1:19.62,2016-2017,ISU World Cup 2016/17 - Gangneung (KOR),1500m,m,Semifinals,1
2,9.23,1:28.45,3,9.17,1:28.57,1,9.14,1:28.44,4,9.15,1:28.66,8,9.38,1:29.01,7,9.10,1:28.98,6,9.12,1:28.88,5,9.16,1:28.78,2016-2017,ISU World Cup 2016/17 - Gangneung (KOR),1500m,m,Semifinals,1
3,9.25,1:37.70,2,9.11,1:37.68,1,9.13,1:37.57,4,9.12,1:37.78,8,9.22,1:38.23,7,9.09,1:38.07,6,9.09,1:37.97,5,9.10,1:37.88,2016-2017,ISU World Cup 2016/17 - Gangneung (KOR),1500m,m,Semifinals,1
8,22.15,1:59.85,1,9.15,1:46.83,2,9.28,1:46.85,3,9.15,1:46.93,7,9.25,1:47.48,6,9.15,1:47.22,5,9.17,1:47.14,4,9.17,1:47.05,2016-2017,ISU World Cup 2016/17 - Gangneung (KOR),1500m,m,Semifinals,1
8,15.49,2:15.34,1,9.13,1:55.96,2,9.23,1:56.08,3,9.19,1:56.12,7,9.07,1:56.55,6,9.14,1:56.36,5,9.11,1:56.25,4,9.15,1:56.20,2016-2017,ISU World Cup 2016/17 - Gangneung (KOR),1500m,m,Semifinals,1
8,12.53,2:27.87,1,9.02,2:04.98,6,9.38,2:05.46,2,8.96,2:05.08,7,9.01,2:05.56,5,9.05,2:05.41,4,9.05,2:05.30,3,8.97,2:05.17,2016-2017,ISU World Cup 2016/17 - Gangneung (KOR),1500m,m,Semifinals,1
8,11.30,2:39.153,1,9.25,2:14.205,7,9.72,2:15.158,2,9.25,2:14.308,6,9.30,2:14.838,5,9.03,2:14.419,4,9.11,2:14.401,3,9.21,2:14.372,2016-2017,ISU World Cup 2016/17 - Gangneung (KOR),1500m,m,Semifinals,1
