Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME,Paul HERRMANN POSITION,Paul HERRMANN LAP TIME,Paul HERRMANN ELAPSED TIME
1,6.72,6.72,3,13.47,13.47,4,20.44,20.44,2,7.44,7.44
1,9.06,15.78,3,13.01,26.48,4,18.89,39.33,2,9.40,16.84
1,8.60,24.38,3,9.62,36.10,4,12.94,52.27,2,9.11,25.95
1,8.78,33.16,3,9.42,45.52,4,11.23,1:03.50,2,9.45,35.40
1,9.06,42.218,3,9.88,55.393,4,,1:03.496,2,9.90,45.291
