Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME,Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,SHIM Suk Hee POSITION,SHIM Suk Hee LAP TIME,SHIM Suk Hee ELAPSED TIME,Agne SEREIKAITE POSITION,Agne SEREIKAITE LAP TIME,Agne SEREIKAITE ELAPSED TIME
2,13.26,13.26,3,13.44,13.44,1,13.13,13.13,4,13.55,13.55
2,10.56,23.82,3,10.50,23.94,1,10.54,23.67,4,10.51,24.06
2,10.44,34.26,3,10.46,34.40,1,10.46,34.13,4,10.45,34.51
2,10.21,44.47,3,10.19,44.59,1,10.24,44.37,4,10.17,44.68
2,10.11,54.58,3,10.12,54.71,1,10.08,54.45,4,10.15,54.83
2,9.89,1:04.47,3,9.92,1:04.63,1,9.90,1:04.35,4,9.92,1:04.75
2,9.60,1:14.07,3,9.53,1:14.16,1,9.62,1:13.97,4,22.97,1:27.72
2,9.38,1:23.45,3,9.30,1:23.46,1,9.16,1:23.13,4,11.70,1:39.42
4,39.95,2:03.396,2,9.56,1:33.016,1,9.39,1:32.515,3,10.95,1:50.367
