HWANG Dae Heon POSITION,HWANG Dae Heon LAP TIME,HWANG Dae Heon ELAPSED TIME,KIKUCHI Kota POSITION,KIKUCHI Kota LAP TIME,KIKUCHI Kota ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,KOLENC Martin POSITION,KOLENC Martin LAP TIME,KOLENC Martin ELAPSED TIME,JUNG Hyun Woo (Andy) POSITION,JUNG Hyun Woo (Andy) LAP TIME,JUNG Hyun Woo (Andy) ELAPSED TIME
1,6.76,6.76,2,6.93,6.93,3,7.04,7.04,5,9.40,9.40,4,7.51,7.51
1,8.76,15.52,2,8.82,15.75,3,8.81,15.85,5,9.35,18.75,4,8.81,16.32
1,8.28,23.80,2,8.30,24.05,3,8.28,24.13,5,8.78,27.53,4,8.43,24.75
1,8.35,32.15,3,8.61,32.66,2,8.39,32.52,5,8.86,36.39,4,8.67,33.42
1,8.50,40.65,3,8.61,41.27,2,8.70,41.22,5,9.03,45.42,4,8.95,42.37
